,TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH,R_VALUE,T_REC,DATE
hmi.sharp_cea_720s[377][2011.02.16_12:00:00_TAI],2722.856,52753620000000.0,28605750000000.0,2.72425e+22,845.975,7.216623e+23,1844.520264,21499,12603.56,9610.054688,0.01962228,52.281,48.396,0.14421324,0.04203216,94.205,55.063,103.657,64.815,4.903,2011.02.16_12:00:00_TAI,15021.5
hmi.sharp_cea_720s[377][2011.02.16_12:12:00_TAI],2683.337,52009490000000.0,27862150000000.0,2.717941e+22,834.587,7.178656e+23,1852.623779,21594,12538.12,9598.056641,0.01935902,52.081,48.413,0.14004712,0.04156762,93.942,55.127,103.509,64.674,4.859,2011.02.16_12:12:00_TAI,15021.508333333333
hmi.sharp_cea_720s[377][2011.02.16_12:24:00_TAI],2680.559,52332960000000.0,28277690000000.0,2.714325e+22,867.534,7.158157e+23,1854.306396,21614,12472.23,9591.708008,0.02007529,52.277,48.34,0.12272742,0.04331623,94.055,55.251,103.1,64.765,4.884,2011.02.16_12:24:00_TAI,15021.516666666666
hmi.sharp_cea_720s[377][2011.02.16_12:36:00_TAI],2681.351,52568070000000.0,29151190000000.0,2.721675e+22,867.928,7.180504e+23,1848.181274,21543,12408.09,9582.695312,0.01991894,52.269,48.419,0.13589318,0.04350242,93.403,55.165,102.383,64.552,4.881,2011.02.16_12:36:00_TAI,15021.525
hmi.sharp_cea_720s[377][2011.02.16_12:48:00_TAI],2631.827,51690680000000.0,29502410000000.0,2.713458e+22,875.591,7.131367e+23,1845.644043,21514,12388.29,9574.803711,0.02020144,52.074,48.346,0.1283831,0.04411063,93.26,55.174,102.284,64.186,4.913,2011.02.16_12:48:00_TAI,15021.533333333333
hmi.sharp_cea_720s[377][2011.02.16_13:00:00_TAI],2615.921,51633870000000.0,28677540000000.0,2.720506e+22,864.353,7.091969e+23,1844.322021,21499,12273.69,9568.702148,0.01986698,51.778,48.183,0.11497073,0.04357431,92.648,54.984,101.927,64.034,4.896,2011.02.16_13:00:00_TAI,15021.541666666666
hmi.sharp_cea_720s[377][2011.02.16_13:12:00_TAI],2617.254,51661540000000.0,29366870000000.0,2.710937e+22,876.679,7.083479e+23,1835.271851,21394,12395.46,9560.158203,0.02037414,51.708,48.053,0.13264084,0.04436653,93.191,54.785,102.62,64.322,4.874,2011.02.16_13:12:00_TAI,15021.55
hmi.sharp_cea_720s[377][2011.02.16_13:24:00_TAI],2571.472,50926870000000.0,30863010000000.0,2.710837e+22,867.117,7.027676e+23,1835.228882,21394,12335.94,9547.496094,0.02021582,51.232,47.782,0.16145127,0.04399428,93.377,54.587,102.944,63.937,4.895,2011.02.16_13:24:00_TAI,15021.558333333332
hmi.sharp_cea_720s[377][2011.02.16_13:36:00_TAI],2595.224,51118810000000.0,28524660000000.0,2.709664e+22,842.347,6.999532e+23,1835.185791,21394,12248.85,9544.527344,0.01957626,51.221,47.787,0.14377345,0.0427596,93.124,54.586,102.528,63.651,4.904,2011.02.16_13:36:00_TAI,15021.566666666668
hmi.sharp_cea_720s[377][2011.02.16_13:48:00_TAI],2622.959,51742720000000.0,28384540000000.0,2.721123e+22,816.218,6.969484e+23,1830.603638,21341,12124.98,9533.532227,0.01885902,50.947,47.605,0.06955231,0.04137039,93.546,54.471,103.138,63.821,4.914,2011.02.16_13:48:00_TAI,15021.575
hmi.sharp_cea_720s[377][2011.02.16_14:00:00_TAI],2609.003,51815200000000.0,29281770000000.0,2.718896e+22,838.614,6.953298e+23,1833.391357,21374,12110.8,9522.586914,0.01939845,50.782,47.475,0.12771669,0.04258206,93.72,54.414,103.342,63.977,4.894,2011.02.16_14:00:00_TAI,15021.583333333334
hmi.sharp_cea_720s[377][2011.02.16_14:12:00_TAI],2626.517,52014760000000.0,28822730000000.0,2.730636e+22,836.486,6.961529e+23,1828.974121,21323,12034.39,9507.268555,0.01920396,50.652,47.411,0.12750757,0.04238989,94.043,54.337,104.077,64.053,4.917,2011.02.16_14:12:00_TAI,15021.591666666667
hmi.sharp_cea_720s[377][2011.02.16_14:24:00_TAI],2650.871,52620180000000.0,29883660000000.0,2.74058e+22,853.424,6.932513e+23,1831.247681,21350,11952.95,9504.990234,0.01954256,50.474,47.374,0.12401751,0.04307105,94.404,54.169,104.913,63.911,4.91,2011.02.16_14:24:00_TAI,15021.6
hmi.sharp_cea_720s[377][2011.02.16_14:36:00_TAI],2649.429,53065150000000.0,28196080000000.0,2.744903e+22,837.982,6.889319e+23,1825.466553,21283,11796.36,9500.09375,0.0190563,50.114,47.22,0.07651423,0.04234298,94.502,54.152,104.385,64.056,4.897,2011.02.16_14:36:00_TAI,15021.608333333334
hmi.sharp_cea_720s[377][2011.02.16_14:48:00_TAI],2632.737,53159130000000.0,30017090000000.0,2.739552e+22,869.611,6.820328e+23,1815.383423,21166,11695.79,9491.180664,0.01980529,50.378,47.294,0.12642802,0.04399909,94.629,54.223,104.283,63.805,4.896,2011.02.16_14:48:00_TAI,15021.616666666667
hmi.sharp_cea_720s[377][2011.02.16_15:00:00_TAI],2648.123,53134630000000.0,32606120000000.0,2.738281e+22,887.458,6.781139e+23,1816.372559,21178,11701.33,9488.827148,0.02033822,50.45,47.333,0.12793665,0.0448027,95.074,54.22,104.589,64.165,4.889,2011.02.16_15:00:00_TAI,15021.625
hmi.sharp_cea_720s[377][2011.02.16_15:12:00_TAI],2629.456,52583940000000.0,30447680000000.0,2.740634e+22,863.737,6.731056e+23,1808.099976,21082,11652.83,9481.933594,0.01985922,50.118,47.17,0.15563276,0.04349313,95.815,54.095,105.422,64.549,4.882,2011.02.16_15:12:00_TAI,15021.633333333333
hmi.sharp_cea_720s[377][2011.02.16_15:24:00_TAI],2592.909,52461470000000.0,30440050000000.0,2.73534e+22,860.465,6.703979e+23,1807.040161,21070,11751.85,9483.401367,0.02003224,50.108,47.046,0.12292105,0.04320259,96.747,53.989,105.823,65.125,4.905,2011.02.16_15:24:00_TAI,15021.641666666666
hmi.sharp_cea_720s[377][2011.02.16_15:36:00_TAI],2619.2,52568230000000.0,30878900000000.0,2.749161e+22,849.804,6.637347e+23,1817.809326,21196,11658.12,9479.43457,0.01982282,49.501,46.657,0.14374851,0.0423607,97.068,53.726,106.236,65.192,4.837,2011.02.16_15:36:00_TAI,15021.65
hmi.sharp_cea_720s[377][2011.02.16_15:48:00_TAI],2646.569,52419750000000.0,29375250000000.0,2.757375e+22,841.389,6.577989e+23,1818.459717,21204,11602.85,9465.098633,0.01971019,48.982,46.44,0.06213502,0.04178017,97.427,53.391,105.852,65.358,4.835,2011.02.16_15:48:00_TAI,15021.658333333333
hmi.sharp_cea_720s[377][2011.02.16_16:00:00_TAI],2641.207,51975410000000.0,31072230000000.0,2.759312e+22,850.938,6.48767e+23,1823.656616,21265,11537.32,9457.287109,0.02009726,48.694,46.21,0.11177668,0.0420452,97.789,53.11,106.21,65.2,4.821,2011.02.16_16:00:00_TAI,15021.666666666666
hmi.sharp_cea_720s[377][2011.02.16_16:12:00_TAI],2567.867,50854020000000.0,33105760000000.0,2.740026e+22,872.927,6.427779e+23,1814.797974,21162,11621.57,9448.920898,0.02096063,47.979,45.871,0.11334027,0.0434124,98.343,52.908,107.343,65.264,4.821,2011.02.16_16:12:00_TAI,15021.675
hmi.sharp_cea_720s[377][2011.02.16_16:24:00_TAI],2574.419,51082900000000.0,31801060000000.0,2.745596e+22,844.8,6.39617e+23,1811.679565,21126,11600.63,9438.039062,0.0203483,47.754,45.64,0.08029319,0.04186878,99.034,52.688,107.677,65.691,4.818,2011.02.16_16:24:00_TAI,15021.683333333332
hmi.sharp_cea_720s[377][2011.02.16_16:36:00_TAI],2583.948,50744300000000.0,32980630000000.0,2.735336e+22,856.994,6.389055e+23,1816.02356,21177,11617.67,9429.052734,0.02069584,48.462,45.857,0.0471827,0.04250836,98.772,52.9,107.24,65.487,4.879,2011.02.16_16:36:00_TAI,15021.691666666668
hmi.sharp_cea_720s[377][2011.02.16_16:48:00_TAI],2577.349,50155910000000.0,34159810000000.0,2.749776e+22,862.16,6.3469e+23,1817.796631,21198,11533.5,9414.931641,0.02080803,48.242,45.831,0.01266969,0.04243598,98.699,52.795,107.249,65.119,4.864,2011.02.16_16:48:00_TAI,15021.7
hmi.sharp_cea_720s[377][2011.02.16_17:00:00_TAI],2540.376,49993510000000.0,34478710000000.0,2.731589e+22,861.5,6.376318e+23,1821.622437,21243,11635.81,9402.240234,0.02087878,48.62,46.102,0.01500979,0.04262557,98.324,52.978,107.063,64.695,4.858,2011.02.16_17:00:00_TAI,15021.708333333334
hmi.sharp_cea_720s[377][2011.02.16_17:12:00_TAI],2532.822,49462320000000.0,31517870000000.0,2.752931e+22,815.191,6.231218e+23,1799.39624,20984,11332.57,9392.549805,0.01969012,47.803,45.694,0.05821023,0.04000139,97.779,52.504,106.569,64.003,4.849,2011.02.16_17:12:00_TAI,15021.716666666667
hmi.sharp_cea_720s[377][2011.02.16_17:24:00_TAI],2569.889,49979510000000.0,34765870000000.0,2.756916e+22,842.845,6.341042e+23,1801.175415,21005,11537.33,9386.091797,0.02036596,48.216,45.872,0.09383313,0.04127039,98.332,52.549,107.372,64.233,4.834,2011.02.16_17:24:00_TAI,15021.725
hmi.sharp_cea_720s[377][2011.02.16_17:36:00_TAI],2610.352,50375980000000.0,34510130000000.0,2.775281e+22,856.212,6.342904e+23,1802.606567,21022,11435.16,9381.151367,0.02050022,48.227,45.937,0.10318368,0.04167169,98.227,52.542,107.671,63.782,4.823,2011.02.16_17:36:00_TAI,15021.733333333334
hmi.sharp_cea_720s[377][2011.02.16_17:48:00_TAI],2573.465,50420920000000.0,35289320000000.0,2.77526e+22,848.97,6.384316e+23,1796.422485,20950,11417.97,9375.438477,0.02016461,48.602,46.185,0.0177971,0.04131971,97.216,52.782,106.597,63.258,4.836,2011.02.16_17:48:00_TAI,15021.741666666667
hmi.sharp_cea_720s[377][2011.02.16_18:00:00_TAI],2588.677,50308580000000.0,33917710000000.0,2.815651e+22,852.396,6.401823e+23,1790.233643,20878,11285.77,9366.52832,0.01995682,47.861,45.936,0.11897018,0.04103526,97.474,52.49,106.735,63.099,4.779,2011.02.16_18:00:00_TAI,15021.75
hmi.sharp_cea_720s[377][2011.02.16_18:12:00_TAI],2628.806,51103700000000.0,33192470000000.0,2.859605e+22,818.858,6.418371e+23,1789.878052,20874,11105.89,9366.119141,0.01881696,47.239,45.595,0.13695815,0.0389332,96.893,52.369,106.21,62.69,4.763,2011.02.16_18:12:00_TAI,15021.758333333333
hmi.sharp_cea_720s[377][2011.02.16_18:24:00_TAI],2603.209,50980480000000.0,31974110000000.0,2.894734e+22,797.935,6.438247e+23,1798.520996,20975,10962.93,9358.139648,0.01804467,46.736,45.506,0.15097722,0.03768731,96.887,52.142,105.892,62.149,4.776,2011.02.16_18:24:00_TAI,15021.766666666666
hmi.sharp_cea_720s[377][2011.02.16_18:36:00_TAI],2579.964,51244260000000.0,34392840000000.0,2.893105e+22,819.186,6.456649e+23,1813.432739,21149,10841.77,9349.523438,0.01826786,46.743,45.642,0.12881815,0.03899631,96.897,52.265,105.059,61.855,4.753,2011.02.16_18:36:00_TAI,15021.775
hmi.sharp_cea_720s[377][2011.02.16_18:48:00_TAI],2570.962,51158110000000.0,32677520000000.0,2.90546e+22,810.184,6.489454e+23,1808.804077,21095,10819.88,9345.844727,0.01793991,46.599,45.548,0.1311512,0.03859901,96.752,52.181,105.01,61.856,4.807,2011.02.16_18:48:00_TAI,15021.783333333333
hmi.sharp_cea_720s[377][2011.02.16_19:00:00_TAI],2570.369,51683060000000.0,31659750000000.0,2.920088e+22,789.611,6.466709e+23,1794.995972,20934,10711.05,9339.570312,0.01736935,46.391,45.458,0.15188843,0.03760879,96.54,51.898,104.416,61.479,4.798,2011.02.16_19:00:00_TAI,15021.791666666666
hmi.sharp_cea_720s[377][2011.02.16_19:12:00_TAI],2584.481,51753280000000.0,32132840000000.0,2.922409e+22,781.584,6.451077e+23,1787.357056,20845,10652.35,9333.699219,0.01714,46.409,45.407,0.13320521,0.03733426,96.674,51.921,104.77,61.441,4.811,2011.02.16_19:12:00_TAI,15021.8
hmi.sharp_cea_720s[377][2011.02.16_19:24:00_TAI],2580.764,51879010000000.0,32990750000000.0,2.926499e+22,787.473,6.440874e+23,1801.249756,21007,10522.89,9324.535156,0.01708629,46.625,45.506,0.14765994,0.03766052,95.276,52.12,103.632,60.723,4.823,2011.02.16_19:24:00_TAI,15021.808333333332
hmi.sharp_cea_720s[377][2011.02.16_19:36:00_TAI],2577.562,52236680000000.0,34831180000000.0,2.910298e+22,835.262,6.549701e+23,1790.536133,20882,10693.73,9316.755859,0.01811141,47.111,45.811,0.15889469,0.04025627,95.541,52.39,103.938,60.765,4.785,2011.02.16_19:36:00_TAI,15021.816666666668
hmi.sharp_cea_720s[377][2011.02.16_19:48:00_TAI],2598.082,51546620000000.0,34829790000000.0,2.928964e+22,806.14,6.405066e+23,1776.82373,20722,10515.72,9307.445312,0.01757713,45.993,45.21,0.10088877,0.03855613,95.101,51.868,103.31,60.537,4.783,2011.02.16_19:48:00_TAI,15021.825
hmi.sharp_cea_720s[377][2011.02.16_20:00:00_TAI],2621.36,51509490000000.0,35382230000000.0,2.926279e+22,811.066,6.388174e+23,1761.656128,20545,10616.46,9298.920898,0.01790076,45.797,45.072,0.09441442,0.03869156,96.479,51.627,104.754,61.313,4.771,2011.02.16_20:00:00_TAI,15021.833333333334
hmi.sharp_cea_720s[377][2011.02.16_20:12:00_TAI],2620.089,51936150000000.0,36415270000000.0,2.915977e+22,818.919,6.406272e+23,1756.344727,20483,10728.47,9296.802734,0.01821399,45.758,44.989,0.11688044,0.03900766,97.383,51.713,105.667,62.07,4.765,2011.02.16_20:12:00_TAI,15021.841666666667
hmi.sharp_cea_720s[377][2011.02.16_20:24:00_TAI],2621.469,51569140000000.0,36361830000000.0,2.935221e+22,794.96,6.381031e+23,1745.554932,20357,10727.71,9290.533203,0.0177494,45.471,44.7,0.07229856,0.03742802,98.114,51.553,105.969,62.472,4.715,2011.02.16_20:24:00_TAI,15021.85
hmi.sharp_cea_720s[377][2011.02.16_20:36:00_TAI],2636.892,50939960000000.0,35431940000000.0,2.923841e+22,789.131,6.344257e+23,1735.624756,20241,10788.98,9275.444336,0.01782219,45.512,44.777,0.08524513,0.03708934,97.85,51.521,106.094,62.194,4.729,2011.02.16_20:36:00_TAI,15021.858333333334
hmi.sharp_cea_720s[377][2011.02.16_20:48:00_TAI],2680.287,52238620000000.0,35290240000000.0,2.932374e+22,793.792,6.348471e+23,1720.80896,20068,10731.67,9269.885742,0.01782081,46.042,44.972,0.03971859,0.03716747,98.193,51.583,106.635,62.355,4.759,2011.02.16_20:48:00_TAI,15021.866666666667
hmi.sharp_cea_720s[377][2011.02.16_21:00:00_TAI],2688.694,51943830000000.0,36288720000000.0,2.916205e+22,809.276,6.323104e+23,1732.40625,20203,10924.98,9251.733398,0.0185699,45.708,44.69,0.01397567,0.03777449,99.987,51.446,108.469,63.318,4.79,2011.02.16_21:00:00_TAI,15021.875
hmi.sharp_cea_720s[377][2011.02.16_21:12:00_TAI],2650.452,51019460000000.0,35052000000000.0,2.899734e+22,805.5,6.272861e+23,1724.619507,20112,11036.72,9244.362305,0.01882142,45.382,44.432,0.04237668,0.03760365,101.313,51.357,110.19,63.825,4.794,2011.02.16_21:12:00_TAI,15021.883333333333
hmi.sharp_cea_720s[377][2011.02.16_21:24:00_TAI],2642.943,50241140000000.0,30565580000000.0,2.891232e+22,756.225,6.143731e+23,1721.557983,20076,10944.03,9230.092773,0.01789035,45.17,44.506,0.00077695,0.03517427,100.987,51.13,109.924,63.686,4.798,2011.02.16_21:24:00_TAI,15021.891666666666
hmi.sharp_cea_720s[377][2011.02.16_21:36:00_TAI],2669.786,51030280000000.0,30714310000000.0,2.907719e+22,759.797,6.134465e+23,1722.858276,20091,10872.99,9216.276367,0.01788515,44.354,44.221,0.00749768,0.03509839,101.533,50.902,110.233,63.984,4.775,2011.02.16_21:36:00_TAI,15021.9
hmi.sharp_cea_720s[377][2011.02.16_21:48:00_TAI],2642.907,50148010000000.0,35006640000000.0,2.888052e+22,806.472,6.237347e+23,1716.641724,20018,11149.56,9209.476562,0.01914564,44.991,44.473,0.06120017,0.03742236,101.274,51.167,110.393,64.253,4.739,2011.02.16_21:48:00_TAI,15021.908333333333
hmi.sharp_cea_720s[377][2011.02.16_22:00:00_TAI],2680.145,50583020000000.0,37376390000000.0,2.891134e+22,836.861,6.215841e+23,1724.984985,20115,11044.0,9195.032227,0.0197466,45.238,44.673,0.06681444,0.03870462,100.95,51.445,110.239,63.937,4.744,2011.02.16_22:00:00_TAI,15021.916666666666
hmi.sharp_cea_720s[377][2011.02.16_22:12:00_TAI],2689.073,51112190000000.0,33935940000000.0,2.896708e+22,816.715,6.247078e+23,1726.133789,20128,11038.04,9178.575195,0.01916542,44.948,44.563,0.09079613,0.03776712,102.032,51.293,110.907,64.041,4.734,2011.02.16_22:12:00_TAI,15021.925
hmi.sharp_cea_720s[377][2011.02.16_22:24:00_TAI],2682.795,51117240000000.0,31480190000000.0,2.90051e+22,782.745,6.258015e+23,1712.962524,19974,11002.11,9173.191406,0.01827691,44.709,44.46,0.07155142,0.03619533,101.328,51.237,110.391,63.786,4.784,2011.02.16_22:24:00_TAI,15021.933333333332
hmi.sharp_cea_720s[377][2011.02.16_22:36:00_TAI],2693.103,51629700000000.0,30834810000000.0,2.933166e+22,797.666,6.281343e+23,1703.737671,19866,10796.34,9161.12793,0.01820822,44.822,44.46,0.13265833,0.03667279,100.224,51.179,109.109,63.5,4.798,2011.02.16_22:36:00_TAI,15021.941666666668
hmi.sharp_cea_720s[377][2011.02.16_22:48:00_TAI],2715.126,51757520000000.0,29878710000000.0,2.955233e+22,804.329,6.281977e+23,1700.33252,19826,10687.89,9152.515625,0.01817487,44.288,44.204,0.14698704,0.03679291,99.305,50.921,107.721,62.822,4.782,2011.02.16_22:48:00_TAI,15021.95
hmi.sharp_cea_720s[377][2011.02.16_23:00:00_TAI],2728.976,52150990000000.0,30355900000000.0,2.97286e+22,814.067,6.369045e+23,1694.633301,19759,10762.83,9137.588867,0.01826942,44.563,44.306,0.10937607,0.03703031,99.012,50.917,107.152,62.519,4.8,2011.02.16_23:00:00_TAI,15021.958333333334
hmi.sharp_cea_720s[377][2011.02.16_23:12:00_TAI],2729.219,52345230000000.0,32894910000000.0,2.982145e+22,833.363,6.363452e+23,1707.282837,19906,10622.26,9129.152344,0.01847442,44.437,44.383,0.12458696,0.03793946,98.112,50.973,106.572,61.841,4.741,2011.02.16_23:12:00_TAI,15021.966666666667
hmi.sharp_cea_720s[377][2011.02.16_23:24:00_TAI],2690.679,51482950000000.0,30270450000000.0,3.009992e+22,790.38,6.337681e+23,1701.744629,19841,10488.33,9117.34082,0.01737138,43.69,44.009,0.04121599,0.03581712,97.949,50.653,105.868,61.316,4.745,2011.02.16_23:24:00_TAI,15021.975
hmi.sharp_cea_720s[377][2011.02.16_23:36:00_TAI],2656.784,50605090000000.0,30029320000000.0,3.012415e+22,783.991,6.31235e+23,1701.789307,19841,10473.12,9101.026367,0.01727461,43.141,43.811,0.01184287,0.0355243,97.694,50.465,105.484,60.996,4.748,2011.02.16_23:36:00_TAI,15021.983333333334
hmi.sharp_cea_720s[377][2011.02.16_23:48:00_TAI],2686.027,50808390000000.0,31717230000000.0,3.021502e+22,824.439,6.367719e+23,1711.699219,19956,10563.81,9095.267578,0.01816426,43.114,43.735,0.12156648,0.03729676,97.889,50.36,105.543,61.195,4.794,2011.02.16_23:48:00_TAI,15021.991666666667
hmi.sharp_cea_720s[377][2011.02.17_00:00:00_TAI],2739.288,51815920000000.0,31458040000000.0,3.032422e+22,862.517,6.393212e+23,1701.446533,19836,10473.43,9083.216797,0.01876587,43.169,43.833,0.06021886,0.03903732,97.752,50.407,105.278,61.26,4.789,2011.02.17_00:00:00_TAI,15022.0
hmi.sharp_cea_720s[377][2011.02.17_00:12:00_TAI],2756.516,51493650000000.0,30995930000000.0,3.028643e+22,857.642,6.365576e+23,1687.598511,19674,10499.88,9074.894531,0.01878815,42.962,43.604,0.09977935,0.03882672,96.954,50.25,104.478,60.886,4.774,2011.02.17_00:12:00_TAI,15022.008333333333
hmi.sharp_cea_720s[377][2011.02.17_00:24:00_TAI],2737.607,51075130000000.0,31725390000000.0,3.034663e+22,867.995,6.364821e+23,1671.691772,19488,10479.12,9059.286133,0.0189788,42.945,43.539,0.14906311,0.03926933,97.41,50.242,104.825,60.954,4.767,2011.02.17_00:24:00_TAI,15022.016666666666
hmi.sharp_cea_720s[377][2011.02.17_00:36:00_TAI],2744.302,50424580000000.0,31529150000000.0,3.023483e+22,868.7,6.341557e+23,1657.236572,19319,10559.03,9049.134766,0.01920926,42.697,43.256,0.09217299,0.03941936,97.744,50.002,105.701,61.181,4.79,2011.02.17_00:36:00_TAI,15022.025
hmi.sharp_cea_720s[377][2011.02.17_00:48:00_TAI],2754.481,50459610000000.0,33676100000000.0,3.017051e+22,911.328,6.384293e+23,1654.797729,19290,10628.78,9038.850586,0.0201501,42.959,43.53,0.15306069,0.04144501,97.223,50.195,105.168,61.158,4.805,2011.02.17_00:48:00_TAI,15022.033333333333
hmi.sharp_cea_720s[377][2011.02.17_01:00:00_TAI],2804.966,51220240000000.0,31774420000000.0,3.054382e+22,891.462,6.346159e+23,1652.101929,19258,10424.24,9027.109375,0.01944768,42.608,43.33,0.07112432,0.04021775,97.213,49.929,105.116,60.639,4.763,2011.02.17_01:00:00_TAI,15022.041666666666
hmi.sharp_cea_720s[377][2011.02.17_01:12:00_TAI],2757.144,50480810000000.0,31982870000000.0,3.055889e+22,865.621,6.306645e+23,1643.137085,19153,10350.98,9015.505859,0.01886871,42.371,43.13,0.13763796,0.03904388,96.81,49.906,104.637,59.98,4.72,2011.02.17_01:12:00_TAI,15022.05
hmi.sharp_cea_720s[377][2011.02.17_01:24:00_TAI],2780.775,50372830000000.0,32505550000000.0,3.052577e+22,879.626,6.299717e+23,1643.701416,19159,10351.12,9014.491211,0.0191949,42.348,43.217,0.11848944,0.0396945,96.884,50.029,104.87,59.966,4.74,2011.02.17_01:24:00_TAI,15022.058333333332
hmi.sharp_cea_720s[377][2011.02.17_01:36:00_TAI],2782.67,50752610000000.0,33933630000000.0,3.054683e+22,878.944,6.256314e+23,1648.813232,19218,10230.91,9014.164062,0.01909004,42.538,43.337,0.15908815,0.03973258,96.66,50.029,104.989,59.652,4.719,2011.02.17_01:36:00_TAI,15022.066666666668
hmi.sharp_cea_720s[377][2011.02.17_01:48:00_TAI],2779.394,50240260000000.0,34572760000000.0,3.048309e+22,893.409,6.260808e+23,1631.182251,19012,10260.99,9010.711914,0.01944604,42.913,43.421,0.13203271,0.04034946,96.443,50.148,104.249,59.876,4.732,2011.02.17_01:48:00_TAI,15022.075
hmi.sharp_cea_720s[377][2011.02.17_02:00:00_TAI],2793.617,50867220000000.0,36052820000000.0,3.05061e+22,921.578,6.267197e+23,1625.232056,18942,10252.49,9010.419922,0.02002169,42.821,43.483,0.19312073,0.04154135,96.357,50.253,104.621,60.048,4.697,2011.02.17_02:00:00_TAI,15022.083333333334
hmi.sharp_cea_720s[377][2011.02.17_02:12:00_TAI],2762.857,50989520000000.0,36558130000000.0,3.047941e+22,911.079,6.298875e+23,1619.439941,18874,10242.23,9013.401367,0.01967433,42.755,43.591,0.11998961,0.04117012,96.238,50.336,104.902,59.654,4.723,2011.02.17_02:12:00_TAI,15022.091666666667
hmi.sharp_cea_720s[377][2011.02.17_02:24:00_TAI],2739.557,50210400000000.0,36874880000000.0,3.045434e+22,912.742,6.282738e+23,1616.227783,18836,10264.98,9015.901367,0.01980563,43.199,43.583,0.14169788,0.04124209,95.944,50.289,104.747,59.471,4.737,2011.02.17_02:24:00_TAI,15022.1
hmi.sharp_cea_720s[377][2011.02.17_02:36:00_TAI],2755.344,50532330000000.0,35800820000000.0,3.056497e+22,896.564,6.251596e+23,1616.097534,18834,10276.75,9016.475586,0.01957306,42.123,43.2,0.13173258,0.04034086,97.017,49.819,105.229,59.883,4.729,2011.02.17_02:36:00_TAI,15022.108333333334
