,xray_class,T_REC,NOAA_AR,USFLUX,MEANGAM,MEANGBT,MEANJZD,MEANJZH,ABSNJZH,R_VALUE
118,M,2011-11-15 12:24:00,11348,2.33e+22,39.8,85.0,0.184,-0.00377,119.0,4.93
119,M,2011-11-15 22:12:00,11348,1.63e+22,40.2,85.4,-0.0665,-0.00477,97.9,4.59
120,M,2011-12-25 18:12:00,11387,8.18e+21,52.1,125.0,-0.0262,0.0271,363.0,4.48
121,M,2011-12-26 02:12:00,11387,9.24e+21,51.5,126.0,-0.0466,0.0198,298.0,4.49
122,M,2011-12-26 20:12:00,11389,5.81e+21,43.7,55.0,0.717,0.0116,99.3,4.71
123,M,2011-12-29 13:36:00,11389,6.48e+22,35.1,85.1,-0.105,0.0033,305.0,4.47
124,M,2011-12-29 21:48:00,11389,6.84e+22,35.5,90.8,-0.103,0.00497,478.0,4.63
125,M,2011-12-30 03:00:00,11389,7e+22,35.8,89.8,-0.0367,0.00331,336.0,4.66
126,M,2011-12-31 13:12:00,11389,5.11e+22,40.8,98.8,0.0956,0.00271,222.0,4.6
127,M,2011-12-31 16:12:00,11389,5.24e+22,41.1,97.9,0.127,0.00182,159.0,4.6
128,M,2012-01-14 13:12:00,11402,3.12e+21,48.0,63.4,0.849,-0.000597,2.54,4.81
129,M,2012-01-17 04:36:00,11401,8.61e+22,41.3,74.8,0.00192,-0.00544,649.0,4.63
130,M,2012-01-18 19:24:00,11396,7.77e+21,29.4,98.0,-0.0333,-0.00841,107.0,3.67
131,M,2012-01-19 13:48:00,11396,5.34e+21,24.6,94.4,-0.172,-0.00698,59.1,2.59
132,M,2012-01-23 03:24:00,11402,6.6e+22,41.2,114.0,0.00149,-0.0121,1200.0,4.68
133,M,2012-02-06 19:36:00,11410,3.7e+22,38.1,74.0,0.112,0.0053,288.0,4.39
134,M,2012-03-02 17:24:00,11429,0.0,0.0,0.0,0.0,0.0,0.0,5.03
135,M,2012-03-04 10:24:00,11429,3.71e+22,47.6,65.9,0.0388,-0.0189,853.0,4.54
136,M,2012-03-05 19:12:00,11429,4.98e+22,50.4,87.2,0.0615,-0.0305,1860.0,5.04
137,M,2012-03-05 19:24:00,11429,5e+22,50.4,87.6,0.0291,-0.0312,1910.0,5.05
138,M,2012-03-05 22:24:00,11430,5.32e+22,50.4,86.6,0.0578,-0.0317,2130.0,5.14
139,M,2012-03-06 00:24:00,11429,5.33e+22,51.2,89.1,-0.0473,-0.0321,2130.0,5.15
140,M,2012-03-06 01:36:00,11430,5.38e+22,51.2,89.1,-0.0148,-0.032,2140.0,5.19
141,M,2012-03-06 04:00:00,11430,5.55e+22,50.8,87.6,0.0681,-0.029,2060.0,5.14
142,M,2012-03-06 07:48:00,11429,5.33e+22,51.9,89.2,0.0136,-0.0295,2010.0,5.22
143,M,2012-03-06 12:24:00,11429,5.14e+22,52.8,86.1,-0.0238,-0.0287,1970.0,5.2
144,M,2012-03-06 21:00:00,11430,5.6e+22,53.3,89.2,0.0527,-0.0298,2300.0,5.3
145,M,2012-03-06 22:48:00,11429,5.55e+22,53.6,90.6,0.105,-0.0296,2230.0,5.25
146,M,2012-03-09 03:24:00,11432,8.01e+21,37.1,70.3,-0.125,-0.0172,187.0,3.78
147,M,2012-03-10 17:12:00,11432,1.02e+22,34.4,83.9,-0.148,-0.0138,216.0,3.81
148,M,2012-03-13 17:12:00,11432,1.03e+22,42.0,129.0,0.344,0.00444,75.7,3.2
149,M,2012-03-14 15:12:00,11433,1.35e+22,43.1,108.0,0.474,-0.0105,226.0,3.81
150,M,2012-03-15 08:12:00,11433,1.11e+22,44.5,79.7,0.352,-0.00873,175.0,3.2
151,M,2012-03-17 20:36:00,11434,4.31e+21,44.7,138.0,-0.165,0.0163,112.0,4.02
152,M,2012-03-23 19:24:00,11445,1.43e+22,38.9,76.7,0.675,-0.0037,68.5,4.34
153,M,2012-04-16 17:12:00,11461,1.29e+21,36.0,81.5,1.12,-0.0135,25.5,4.35
154,M,2012-04-27 08:12:00,11459,2.2e+22,27.4,59.6,-0.285,0.00136,41.8,3.69
155,M,2012-05-05 14:36:00,11471,1.67e+22,49.1,106.0,0.219,0.00873,226.0,4.27
156,M,2012-05-05 23:24:00,11476,5.6e+22,41.5,67.3,0.00924,-0.00382,271.0,4.58
157,M,2012-05-06 01:12:00,11476,5.92e+22,42.2,68.8,-0.0518,-0.0028,212.0,4.61
158,M,2012-05-06 17:36:00,11476,6.19e+22,43.3,73.3,-0.0685,-0.00708,567.0,4.72
159,M,2012-05-07 14:00:00,11476,5.97e+22,44.7,82.0,-0.143,-0.00976,764.0,4.86
160,M,2012-05-08 13:00:00,11476,5.37e+22,48.2,91.8,-0.00021,-0.011,820.0,5.01
161,M,2012-05-09 12:24:00,11476,5.19e+22,50.7,98.4,0.106,-0.0183,1320.0,5.09
162,M,2012-05-09 14:00:00,11476,5.21e+22,50.6,99.0,0.0715,-0.0198,1470.0,5.09
163,M,2012-05-09 21:00:00,11476,5.26e+22,51.5,102.0,0.0876,-0.0203,1500.0,5.08
164,M,2012-05-10 04:12:00,11476,5.19e+22,51.9,105.0,0.0979,-0.029,2140.0,5.12
165,M,2012-05-10 20:24:00,11476,4.89e+22,54.0,103.0,0.0711,-0.0327,2280.0,5.16
166,M,2012-05-17 01:24:00,11476,3.58e+22,37.9,55.8,-0.0807,-0.00215,120.0,3.86
167,M,2012-06-03 17:36:00,11496,5.9e+22,32.9,101.0,0.0236,-0.00183,174.0,4.16
168,M,2012-06-06 19:48:00,11494,1.08e+22,55.7,94.0,-0.0915,-0.00719,134.0,3.79
169,M,2012-06-09 11:24:00,11504,1.39e+22,40.1,84.0,0.0904,0.00791,148.0,3.69
170,M,2012-06-09 16:48:00,11504,1.68e+22,40.3,83.3,-0.124,0.00161,37.5,3.94
171,M,2012-06-10 06:36:00,11507,1.5e+22,28.8,104.0,0.191,0.00402,94.3,4.18
172,M,2012-06-13 23:24:00,11504,3.53e+22,58.2,90.5,0.129,0.00964,528.0,4.65
173,M,2012-06-14 12:36:00,11504,3.67e+22,59.3,90.6,0.0249,0.0137,810.0,4.86
174,M,2012-06-28 16:12:00,11513,1.86e+22,38.2,92.2,0.0562,-0.0101,288.0,4.24
175,M,2012-06-29 09:12:00,11513,2.62e+22,36.1,94.1,0.0912,-0.00659,276.0,4.26
176,M,2012-06-30 12:48:00,11515,3.37e+22,50.8,102.0,-0.113,-0.00325,167.0,4.73
177,M,2012-06-30 18:24:00,11513,2.03e+22,40.7,109.0,0.154,-0.00811,264.0,3.84
178,M,2012-07-01 19:12:00,11515,3.08e+22,54.5,102.0,-0.129,-0.0111,514.0,4.84
179,M,2012-07-02 00:24:00,11515,3.27e+22,54.6,98.5,-0.0872,-0.00982,513.0,4.77
180,M,2012-07-02 10:48:00,11513,2.54e+22,53.0,102.0,0.167,-0.00642,283.0,4.19
181,M,2012-07-02 20:00:00,11515,3.55e+22,56.7,101.0,-0.14,-0.0131,776.0,4.89
182,M,2012-07-02 23:48:00,11515,3.51e+22,57.2,98.1,-0.104,-0.00818,492.0,4.87
183,M,2012-07-04 04:24:00,11515,4.18e+22,55.7,105.0,-0.0565,-0.00646,438.0,5.09
184,M,2012-07-04 09:48:00,11515,4.15e+22,55.3,108.0,-0.143,-0.00686,440.0,5.17
185,M,2012-07-04 12:12:00,11515,4.26e+22,54.9,105.0,-0.159,-0.00837,569.0,5.14
186,M,2012-07-04 14:36:00,11515,4.37e+22,54.4,106.0,-0.107,-0.0083,567.0,5.19
187,M,2012-07-04 16:36:00,11515,4.5e+22,53.8,109.0,-0.133,-0.00928,630.0,5.21
188,M,2012-07-04 22:00:00,11515,4.83e+22,52.7,109.0,-0.146,-0.00486,345.0,5.25
189,M,2012-07-04 23:48:00,11515,4.86e+22,52.4,111.0,-0.135,-0.00551,380.0,5.21
190,M,2012-07-05 01:00:00,11515,4.9e+22,52.1,111.0,-0.126,-0.00596,413.0,5.18
191,M,2012-07-05 02:36:00,11519,7.72e+21,40.6,63.7,0.37,0.00976,112.0,4.03
192,M,2012-07-05 03:24:00,11519,7.47e+21,39.3,66.3,0.332,0.0106,112.0,4.03
193,M,2012-07-05 06:48:00,11519,7.91e+21,38.4,65.3,0.199,0.0113,134.0,3.76
194,M,2012-07-05 07:36:00,11515,5.28e+22,50.2,108.0,-0.0921,-0.0107,831.0,5.24
195,M,2012-07-05 10:48:00,11515,5.03e+22,50.5,110.0,-0.0981,-0.0114,807.0,5.19
196,M,2012-07-05 11:36:00,11520,9.26e+21,34.5,70.9,-0.00181,0.01,133.0,4.76
197,M,2012-07-05 13:00:00,11515,5.23e+22,49.1,110.0,-0.153,-0.0139,1020.0,5.2
198,M,2012-07-05 20:12:00,11520,1.69e+22,30.9,75.0,0.2,0.00807,210.0,4.38
199,M,2012-07-05 21:36:00,11515,5.91e+22,46.7,109.0,-0.158,-0.0176,1390.0,5.22
200,M,2012-07-06 01:48:00,11515,6.09e+22,46.9,106.0,-0.149,-0.0178,1440.0,5.19
201,M,2012-07-06 02:48:00,11515,6.05e+22,47.3,105.0,-0.0964,-0.0191,1540.0,5.19
202,M,2012-07-06 08:12:00,11515,6.65e+22,45.4,98.8,-0.0836,-0.0178,1590.0,5.27
203,M,2012-07-06 10:24:00,11520,6.42e+22,40.3,63.8,0.212,0.00677,626.0,4.84
204,M,2012-07-06 13:24:00,11515,6.66e+22,45.0,98.4,-0.107,-0.0192,1670.0,5.22
205,M,2012-07-06 18:48:00,11520,8.8e+22,40.7,68.8,0.0118,0.00502,614.0,4.5
206,M,2012-07-07 03:12:00,11515,7.63e+22,43.0,93.0,-0.0985,-0.0182,1730.0,5.07
207,M,2012-07-07 08:24:00,11515,7.92e+22,42.6,87.6,-0.0784,-0.0144,1460.0,5.04
208,M,2012-07-07 11:00:00,11515,7.64e+22,41.8,87.9,-0.159,-0.0162,1520.0,5.08
209,M,2012-07-08 05:36:00,11515,7.78e+22,40.4,80.7,-0.0696,-0.00217,213.0,4.75
210,M,2012-07-08 09:48:00,11515,7.66e+22,40.6,76.3,-0.156,-0.00151,148.0,4.85
211,M,2012-07-08 12:12:00,11515,7.16e+22,41.0,77.0,-0.111,-0.00136,123.0,4.83
212,M,2012-07-08 16:24:00,11520,1.06e+23,44.4,87.2,0.098,0.0114,1740.0,5.13
213,M,2012-07-09 23:00:00,11520,1.1e+23,49.2,96.5,0.208,0.0105,1730.0,5.25
214,M,2012-07-10 05:00:00,11520,1.06e+23,50.2,97.2,0.165,0.0119,1940.0,5.25
215,M,2012-07-10 06:00:00,11520,1.03e+23,50.0,99.1,0.102,0.013,1980.0,5.25
216,M,2012-07-14 04:48:00,11520,1.02e+23,48.4,96.9,0.0913,0.00606,917.0,5.11
217,M,2012-07-17 12:00:00,11520,8.78e+22,36.2,66.7,-0.0982,0.00694,859.0,5.02
218,M,2012-07-19 04:00:00,11520,2.39e+21,24.9,50.8,-0.494,0.0012,6.14,4.8
219,M,2012-07-27 17:12:00,11532,8.71e+22,35.6,85.8,0.0294,-0.00218,270.0,4.56
220,M,2012-07-28 20:48:00,11536,7.31e+22,37.9,99.0,-0.0434,-0.00259,266.0,4.74
221,M,2012-07-29 06:12:00,11536,7.15e+22,38.6,101.0,-0.0166,6.64e-05,6.72,4.8
222,M,2012-07-30 15:36:00,11535,2.16e+22,37.5,74.4,0.043,-0.00304,88.8,4.07
223,M,2012-08-06 04:36:00,11542,0.0,0.0,0.0,0.0,0.0,0.0,3.87
224,M,2012-08-11 11:48:00,11540,4e+22,29.8,101.0,-0.0447,-0.00154,94.9,4.24
225,M,2012-08-17 21:24:00,11548,0.0,0.0,0.0,0.0,0.0,0.0,4.57
226,M,2012-08-17 21:24:00,11548,0.0,0.0,0.0,0.0,0.0,0.0,4.57
227,M,2012-08-18 00:24:00,11548,1.45e+21,35.5,71.7,-0.238,-0.000725,1.45,3.93
228,M,2012-08-18 03:12:00,11548,3.77e+21,32.9,72.3,0.446,0.00386,19.0,4.62
229,M,2012-08-18 16:00:00,11548,1.4e+22,32.2,80.4,-0.197,-0.00193,36.9,4.14
230,M,2012-08-18 22:48:00,11548,1.55e+22,32.4,77.5,-0.0143,0.0023,51.6,4.2
231,M,2012-08-18 23:00:00,11548,1.57e+22,32.1,77.0,-0.0359,0.00263,60.4,4.14
232,M,2012-08-30 11:48:00,11563,6.48e+21,40.7,86.3,0.144,0.00641,51.3,3.36
233,M,2012-09-06 04:00:00,11560,2.24e+22,32.8,89.9,-0.0608,-0.00906,293.0,3.93
234,M,2012-09-08 17:36:00,11564,4.41e+22,36.3,107.0,-0.164,-0.000644,44.2,4.24
235,M,2012-09-09 21:48:00,11564,5.41e+22,29.8,92.0,-0.131,0.00133,106.0,3.8
236,M,2012-09-30 04:12:00,11583,4.9e+22,36.4,84.1,-0.225,-0.00179,124.0,4.32
237,M,2012-10-08 22:12:00,11589,0.0,0.0,0.0,0.0,0.0,0.0,4.76
238,M,2012-10-08 23:48:00,11589,1.38e+20,49.1,49.6,-0.596,0.00233,0.663,4.66
239,M,2012-10-08 23:48:00,11589,1.38e+20,49.1,49.6,-0.596,0.00233,0.663,4.66
240,M,2012-10-20 18:00:00,11598,1.17e+19,44.7,79.4,-0.713,-0.00802,0.393,4.75
241,M,2012-10-21 19:48:00,11593,7.28e+21,38.9,132.0,1.02,-0.0087,115.0,3.41
242,M,2012-10-22 23:24:00,11593,6.9e+21,32.2,137.0,0.629,-0.00902,98.9,2.47
243,M,2012-11-08 02:12:00,11610,1.38e+22,28.3,97.2,0.0947,0.00496,92.0,3.42
244,M,2012-11-11 02:12:00,11613,4.86e+21,55.0,60.4,0.129,0.00942,60.4,3.79
245,M,2012-11-12 23:12:00,11614,4.27e+22,33.9,84.5,-0.031,0.00222,139.0,4.19
246,M,2012-11-13 02:00:00,11614,4.14e+22,34.2,88.3,-0.156,0.0024,144.0,4.18
247,M,2012-11-13 05:48:00,11613,1.77e+22,37.4,102.0,0.339,0.0287,766.0,4.34
248,M,2012-11-13 20:48:00,11614,3.43e+22,38.2,97.5,-0.0664,0.0036,185.0,4.21
249,M,2012-11-14 04:00:00,11614,3.1e+22,39.5,104.0,0.0251,0.00352,164.0,4.27
250,M,2012-11-20 12:36:00,11618,1.55e+22,52.1,122.0,0.25,-0.0129,324.0,4.67
251,M,2012-11-20 19:24:00,11618,1.6e+22,51.9,125.0,0.299,-0.019,457.0,4.7
252,M,2012-11-21 06:48:00,11618,1.82e+22,56.3,114.0,0.394,-0.0161,477.0,4.77
253,M,2012-11-21 15:00:00,11618,1.92e+22,58.2,108.0,0.404,-0.0108,372.0,4.85
254,M,2012-11-27 15:48:00,11620,2.73e+22,48.8,110.0,-0.188,0.00252,96.9,4.79
255,M,2012-11-27 21:00:00,11620,2.9e+22,48.5,102.0,-0.0865,0.00362,155.0,4.75
256,M,2012-11-28 21:24:00,11625,2.88e+22,40.6,76.8,-0.036,-0.00062,24.4,4.3
257,M,2013-01-05 09:24:00,11653,0.0,0.0,0.0,0.0,0.0,0.0,3.89
258,M,2013-01-11 08:48:00,11652,2.35e+22,41.6,123.0,0.412,-0.0128,452.0,4.2
